journal,pmc_ID,accession,converted_accession
BMC_Genomics,PMC5789529,GPL4097,GSE5350
BMC_Genomics,PMC5791361,SRP130211,SRP130211
BMC_Genomics,PMC5793396,SRP075524,SRP075524
BMC_Genomics,PMC5793348,GPL19028,GSE73778
BMC_Genomics,PMC5793348,GSE73778,GSE73778
BMC_Genomics,PMC5797364,PRJNA386833,SRP107667
BMC_Genomics,PMC5797364,SRP107667,SRP107667
BMC_Genomics,PMC5797364,SRS2212954,SRP107667
BMC_Genomics,PMC5799908,SRP128925,SRP128925
BMC_Genomics,PMC5799908,SRP128978,SRP128978
BMC_Genomics,PMC5800017,SRP130118,SRP130118
BMC_Genomics,PMC5800017,PRJNA430531,SRP130118
BMC_Genomics,PMC5800051,SRR404240,NaN
BMC_Genomics,PMC5801776,GSE62928,GSE62928
BMC_Genomics,PMC5801776,GSE109512,GSE109512
BMC_Genomics,PMC5806438,GSE100062,GSE100062
BMC_Genomics,PMC5806438,GSE22221,GSE22221
BMC_Genomics,PMC5807776,GSE103628,GSE103628
BMC_Genomics,PMC5807830,GSE92448,GSE92448
BMC_Genomics,PMC5811972,GSE47753,GSE47753
BMC_Genomics,PMC5811979,GSE88953,GSE88953
BMC_Genomics,PMC5812216,SRP003186,SRP003186
BMC_Genomics,PMC5809864,GSE75688,GSE75688
BMC_Genomics,PMC5813327,SRX871031,SRP053407
BMC_Genomics,PMC5813327,SRR1795728,SRP053407
BMC_Genomics,PMC5813327,GSM958728,GSE33480
BMC_Genomics,PMC5813387,GSE21350,GSE21350
BMC_Genomics,PMC5810021,GSE60274,GSE60274
BMC_Genomics,PMC5816523,SRP110260,SRP110260
BMC_Genomics,PMC5815192,SRR3521405,SRP075186
BMC_Genomics,PMC5815192,SRR3521419,SRP075186
BMC_Genomics,PMC5819297,SRP073677,SRP073677
BMC_Genomics,PMC5819297,ERR007731,ERP000034
BMC_Genomics,PMC5819297,ERR007732,ERP000034
BMC_Genomics,PMC5819297,ERR007733,ERP000034
BMC_Genomics,PMC5819297,ERR007771,ERP000034
BMC_Genomics,PMC5819297,ERP000034,ERP000034
BMC_Genomics,PMC5824581,PRJNA146329,SRP014559
BMC_Genomics,PMC5824581,PRJNA306408,NaN
BMC_Genomics,PMC5824557,PRJNA406900,SRP127987
BMC_Genomics,PMC5824557,SRP127987,SRP127987
BMC_Genomics,PMC5822635,SRR352164,SRP008673
BMC_Genomics,PMC5822635,SRR351494,SRP008673
BMC_Genomics,PMC5822635,SRR351929,SRP008673
BMC_Genomics,PMC5822635,SRR847535,SRP022173
BMC_Genomics,PMC5822635,DRR024456,DRP002426
BMC_Genomics,PMC5822635,DRR024410,DRP002426
BMC_Genomics,PMC5822635,DRR024452,DRP002426
BMC_Genomics,PMC5822635,SRR3294442,SRP072345
BMC_Genomics,PMC5822635,SRR3294438,SRP072345
BMC_Genomics,PMC5822635,SRR3294431,SRP072345
BMC_Genomics,PMC5822635,SRR3294475,SRP072345
BMC_Genomics,PMC5822635,SRR519656,SRP012869
BMC_Genomics,PMC5824572,GSE18199,GSE18199
BMC_Genomics,PMC5824590,PRJNA248163,SRP044705
BMC_Genomics,PMC5822475,GSE96922,GSE96922
BMC_Genomics,PMC5822475,GSM114732,GSE5094
BMC_Genomics,PMC5822475,GSM120008,GSE4922
BMC_Genomics,PMC5822475,GSM120007,GSE4922
BMC_Genomics,PMC5822475,GSM114718,GSE5086
BMC_Genomics,PMC5822475,GSM114728,GSE5094
BMC_Genomics,PMC5822475,GSM125685,GSE5479
BMC_Genomics,PMC5834899,SRR1931786,SRP056578
BMC_Genomics,PMC5834899,SRR4017997,SRP081238
BMC_Genomics,PMC5834899,SRR5417301,SRP103084
BMC_Genomics,PMC5834899,SRR5417312,SRP103084
BMC_Genomics,PMC5834899,SRR2878547,SRP065556
BMC_Genomics,PMC5833046,GSE25861,GSE25861
BMC_Genomics,PMC5833046,GSE24129,GSE24129
BMC_Genomics,PMC5833046,GSE12216,GSE12216
BMC_Genomics,PMC5833046,GSE25906,GSE25906
BMC_Genomics,PMC5833046,GSE14722,GSE14722
BMC_Genomics,PMC5833046,GSE35574,GSE35574
BMC_Genomics,PMC5833046,GSE24818,GSE24818
BMC_Genomics,PMC5834837,PRJNA400487,SRP116340
BMC_Genomics,PMC5834837,PRJNA378732,SRP165222
BMC_Genomics,PMC5834837,PRJNA324131,SRP102197
BMC_Genomics,PMC5831830,PRJNA433287,SRP132333
BMC_Genomics,PMC5831847,SRR891269,SRP024293
BMC_Genomics,PMC5831847,SRR891270,SRP024293
BMC_Genomics,PMC5831847,SRR891271,SRP024293
BMC_Genomics,PMC5831847,SRR891272,SRP024293
BMC_Genomics,PMC5831847,SRR891274,SRP024293
BMC_Genomics,PMC5831847,SRR891275,SRP024293
BMC_Genomics,PMC5831847,SRR891276,SRP024293
BMC_Genomics,PMC5831847,SRR891277,SRP024293
BMC_Genomics,PMC5831847,SRR891278,SRP024293
BMC_Genomics,PMC5831847,SRR3295017,SRP072353
BMC_Genomics,PMC5831847,SRR3295018,SRP072353
BMC_Genomics,PMC5831847,SRR3295019,SRP072353
BMC_Genomics,PMC5831847,SRR3295020,SRP072353
BMC_Genomics,PMC5831847,SRR3295021,SRP072353
BMC_Genomics,PMC5831847,SRR3295022,SRP072353
BMC_Genomics,PMC5831847,SRR5720369,SRP109832
BMC_Genomics,PMC5831847,SRR5720370,SRP109832
BMC_Genomics,PMC5831847,SRR5720371,SRP109832
BMC_Genomics,PMC5831847,SRR5720372,SRP109832
BMC_Genomics,PMC5831847,SRR5800797,SRP111003
BMC_Genomics,PMC5831847,SRR5800798,SRP111003
BMC_Genomics,PMC5831847,SRR5800799,SRP111003
BMC_Genomics,PMC5831847,SRR5800800,SRP111003
BMC_Genomics,PMC5831847,SRR5800801,SRP111003
BMC_Genomics,PMC5831847,SRR5800802,SRP111003
BMC_Genomics,PMC5831847,SRR580802,SRP002163
BMC_Genomics,PMC5836825,SRR5032624,SRP093796
BMC_Genomics,PMC5836825,SRR1647895,SRP049674
BMC_Genomics,PMC5836825,SRR5032626,SRP093796
BMC_Genomics,PMC5836825,PRJNA422943,SRP126986
BMC_Genomics,PMC5836829,PRJNA391061,SRP109748
BMC_Genomics,PMC5836443,GPL6049,GSE96702
BMC_Genomics,PMC5836443,GSE96702,GSE96702
BMC_Genomics,PMC5839033,SRP127201,SRP127201
BMC_Genomics,PMC5839033,SRP127221,SRP127221
BMC_Genomics,PMC5839033,SRP127224,SRP127224
BMC_Genomics,PMC5839033,SRP127203,SRP127203
BMC_Genomics,PMC5839033,SRP127204,SRP127204
BMC_Genomics,PMC5839033,SRP127220,SRP127220
BMC_Genomics,PMC5839033,SRP127216,SRP127216
BMC_Genomics,PMC5839033,SRA030614,NaN
BMC_Genomics,PMC5839033,SRP127219,SRP127219
BMC_Genomics,PMC5840728,GSE97261,GSE97261
BMC_Genomics,PMC5842524,GPL19630,GSE104038;GSE104042
BMC_Genomics,PMC5842524,GDS3232,GSE6285
BMC_Genomics,PMC5842524,GDS6248,NaN
BMC_Genomics,PMC5842524,GSE104042,GSE104042
BMC_Genomics,PMC5845213,SRR5569329,SRP107128
BMC_Genomics,PMC5845213,PRJNA385482,SRP107128
BMC_Genomics,PMC5859443,GSE97247,GSE97247
BMC_Genomics,PMC5859397,GSE94448,GSE94448
BMC_Genomics,PMC5859501,GSE96927,GSE96927
BMC_Genomics,PMC5859547,ERP016357,ERP016357
BMC_Genomics,PMC5859761,SRR5650714,SRP108697
BMC_Genomics,PMC5859761,SRR5651526,SRP108729
BMC_Genomics,PMC5859761,SRR5658205,SRP108795
BMC_Genomics,PMC5859761,SRR5658226,SRP108806
BMC_Genomics,PMC5861657,SRP115981,SRP115981
BMC_Genomics,PMC5861650,PRJNA433666,SRP132599
BMC_Genomics,PMC5863459,PRJNA383438,SRP105459
BMC_Genomics,PMC5863459,PRJNA382769,SRP105461
BMC_Genomics,PMC5863459,PRJNA382879,SRP105473
BMC_Genomics,PMC5863459,PRJNA383439,SRP105545
BMC_Genomics,PMC5863459,PRJNA384884,SRP105552
BMC_Genomics,PMC5863459,PRJNA383437,SRP105565
BMC_Genomics,PMC5863803,GSE94775,GSE94775
BMC_Genomics,PMC5870388,GSE101699,GSE101699
BMC_Genomics,PMC5870498,SRX156386,SRP013960
BMC_Genomics,PMC5870498,SRX157659,SRP013960
BMC_Genomics,PMC5870498,SRX157660,SRP013960
BMC_Genomics,PMC5870498,SRX157661,SRP013960
BMC_Genomics,PMC5870498,SRX157683,SRP013960
BMC_Genomics,PMC5870498,SRX158075,SRP013960
BMC_Genomics,PMC4982198,GSE68641,GSE68641
BMC_Genomics,PMC4982227,SRP069779,SRP069779
BMC_Genomics,PMC4982227,SRP069879,SRP069879
BMC_Genomics,PMC4981992,GSE64323,GSE64323
BMC_Genomics,PMC4981992,GPL19567,GSE64323
BMC_Genomics,PMC4982115,GSE80249,GSE80249
BMC_Genomics,PMC4983049,GSE72833,GSE72833
BMC_Genomics,PMC4983044,GSE82206,GSE82206
BMC_Genomics,PMC5870523,SRR6076964,NaN
BMC_Genomics,PMC5870523,SRR6076965,NaN
BMC_Genomics,PMC5870523,SRR6076962,NaN
BMC_Genomics,PMC5870523,SRR6076963,NaN
BMC_Genomics,PMC5870523,SRR6076960,NaN
BMC_Genomics,PMC5870523,SRR6076961,NaN
BMC_Genomics,PMC5870523,SRR6075308,NaN
BMC_Genomics,PMC5870523,SRR6075307,NaN
BMC_Genomics,PMC5870523,SRR6075306,NaN
BMC_Genomics,PMC5870523,SRR6075305,NaN
BMC_Genomics,PMC5870523,SRR6075310,NaN
BMC_Genomics,PMC5870523,SRR6075309,NaN
BMC_Genomics,PMC4981982,GSE74329,GSE74329
BMC_Genomics,PMC4982125,GSE74871,GSE74871
BMC_Genomics,PMC4982270,PRJNA305872,SRP076582
BMC_Genomics,PMC4008303,ERP001281,ERP001281
BMC_Genomics,PMC4982134,GSE62159,GSE62159
BMC_Genomics,PMC4982142,PRJNA285957,SRP082931
BMC_Genomics,PMC4981961,SRX1631643,SRP071761
BMC_Genomics,PMC4981961,SRR3228731,SRP071761
BMC_Genomics,PMC4981961,SRP071761,SRP071761
BMC_Genomics,PMC4981961,SRS1338707,SRP071761
BMC_Genomics,PMC4983018,GSE72643,GSE72643
BMC_Genomics,PMC4986254,GSE9574,GSE9574
BMC_Genomics,PMC4986254,GSE20437,GSE20437
BMC_Genomics,PMC4986254,GSE6434,GSE6434
BMC_Genomics,PMC4986251,GSE77421,GSE77421
BMC_Genomics,PMC4986384,GSE78254,GSE78254
BMC_Genomics,PMC4986186,PRJNA318000,NaN
BMC_Genomics,PMC4028053,SRP003528,SRP003528
BMC_Genomics,PMC4028053,SRP003261,SRP003261
BMC_Genomics,PMC4028053,SRP003260,SRP003260
BMC_Genomics,PMC4028053,SRP001899,SRP001899
BMC_Genomics,PMC4028053,SRX097020,SRP000060
BMC_Genomics,PMC4028053,SRX006752,SRP000060
BMC_Genomics,PMC4028053,SRX000071,SRP000060
BMC_Genomics,PMC4986361,SRX100899,SRP008843
BMC_Genomics,PMC4986361,SRX098243,SRP008309
BMC_Genomics,PMC4986361,SRX190247,SRP008797
BMC_Genomics,PMC4986361,SRX190190,SRP008797
BMC_Genomics,PMC4028082,GPL3,NaN
BMC_Genomics,PMC4029093,GPL3,NaN
BMC_Genomics,PMC4046674,SRX265389,SRP021087
BMC_Genomics,PMC4046674,SRX265394,SRP021087
BMC_Genomics,PMC4046674,PRJNA196436,SRP021087
BMC_Genomics,PMC4046674,SRX018276,SRP002170
BMC_Genomics,PMC4046674,SRR037004,SRP002041
BMC_Genomics,PMC4046674,SRR037007,SRP000722
BMC_Genomics,PMC4046674,SRR037001,SRP002040
BMC_Genomics,PMC4046674,SRR037005,SRP002042
BMC_Genomics,PMC4046674,SRR037006,SRP002043
BMC_Genomics,PMC4046674,SRX025528,SRP003260
BMC_Genomics,PMC4046674,SRR017588,SRP000860
BMC_Genomics,PMC4046745,SRP002478,SRP002478
BMC_Genomics,PMC4301461,GSE58061,GSE58061
BMC_Genomics,PMC4320512,GPL18530,GSE56508
BMC_Genomics,PMC4320512,GSE60496,GSE60496
BMC_Genomics,PMC4326529,PRJNA235974,SRP043101
BMC_Genomics,PMC4326529,SRR1380970,SRP043101
BMC_Genomics,PMC4326529,SRR1380976,SRP043101
BMC_Genomics,PMC4326529,SRR1380979,SRP043101
BMC_Genomics,PMC4326529,SRR1380984,SRP043101
BMC_Genomics,PMC4326529,SRR1388774,SRP043101
BMC_Genomics,PMC4326529,SRR1406762,SRP043101
BMC_Genomics,PMC4326529,SRR1408614,SRP043101
BMC_Genomics,PMC4326529,SRR1386316,SRP043101
BMC_Genomics,PMC4326529,SRR1407793,SRP043101
BMC_Genomics,PMC4326529,SRR1408090,SRP043101
BMC_Genomics,PMC4371873,SRR924662,SRP026466
BMC_Genomics,PMC4373061,GSE13990,GSE13990
BMC_Genomics,PMC4373061,GSE13043,GSE13043
BMC_Genomics,PMC4373061,GSE16786,GSE16786
BMC_Genomics,PMC4373061,GSE17230,GSE17230
BMC_Genomics,PMC4373061,GSE26199,GSE26199
BMC_Genomics,PMC4373061,GSE14893,GSE14893
BMC_Genomics,PMC4373061,GSE14515,GSE14515
BMC_Genomics,PMC4373061,GSE16783,GSE16783
BMC_Genomics,PMC4373061,GSE16785,GSE16785
BMC_Genomics,PMC4373061,GSE16773,GSE16773
BMC_Genomics,PMC4373064,SRP051051,SRP051051
BMC_Genomics,PMC4373064,SRP051054,SRP051054
BMC_Genomics,PMC4373064,SRP051078,SRP051078
BMC_Genomics,PMC4587870,GSE22820,GSE22820
BMC_Genomics,PMC4587870,GSE68085,GSE68085
BMC_Genomics,PMC4182773,PRJNA194433,SRP023474
BMC_Genomics,PMC4182773,SRR649536,SRP017969
BMC_Genomics,PMC4182773,PRJNA245854,SRP041569
BMC_Genomics,PMC4182773,SRR1265958,SRP041569
BMC_Genomics,PMC4182773,PRJNA185185,SRP017969
BMC_Genomics,PMC4687069,PRJNA285481,SRP059997
BMC_Genomics,PMC4687121,GSE70656,GSE70656
BMC_Genomics,PMC4687090,SRR924662,SRP026466
BMC_Genomics,PMC4687106,SRS972820,SRP059901
BMC_Genomics,PMC4198682,GSE51565,GSE51565
BMC_Genomics,PMC4687109,GSE75645,GSE75645
BMC_Genomics,PMC4687325,GSE75807,GSE75807
BMC_Genomics,PMC4687377,GSE66861,GSE66861
BMC_Genomics,PMC4687148,GSE29003,GSE29003
BMC_Genomics,PMC4687164,SRP066900,SRP066900
BMC_Genomics,PMC4352545,GSE12515,GSE12515
BMC_Genomics,PMC4352545,GSE2387,GSE2387
BMC_Genomics,PMC4410866,SRA020975,NaN
BMC_Genomics,PMC4410866,SRA026748,NaN
BMC_Genomics,PMC4354765,GSE11611,GSE11611
BMC_Genomics,PMC4226992,GSE27994,GSE27994
BMC_Genomics,PMC4437456,ERS638416,ERP009250
BMC_Genomics,PMC4437456,ERS638410,ERP009250
BMC_Genomics,PMC4437456,ERS638409,ERP009250
BMC_Genomics,PMC4437456,ERS638414,ERP009250
BMC_Genomics,PMC4437456,ERS638421,ERP009250
BMC_Genomics,PMC4437456,ERS638423,ERP009250
BMC_Genomics,PMC4437456,ERS638418,ERP009250
BMC_Genomics,PMC4437456,ERS638428,ERP009250
BMC_Genomics,PMC4437456,ERS638425,ERP009250
BMC_Genomics,PMC4437456,ERS638419,ERP009250
BMC_Genomics,PMC4437456,ERS638422,ERP009250
BMC_Genomics,PMC4437456,ERS638424,ERP009250
BMC_Genomics,PMC4437456,ERS638426,ERP009250
BMC_Genomics,PMC4437456,ERS638427,ERP009250
BMC_Genomics,PMC4437456,ERS638411,ERP009250
BMC_Genomics,PMC4437456,ERS638413,ERP009250
BMC_Genomics,PMC4437456,ERS638415,ERP009250
BMC_Genomics,PMC4437456,ERS638417,ERP009250
BMC_Genomics,PMC4437456,ERS638420,ERP009250
BMC_Genomics,PMC4437456,ERS638412,ERP009250
BMC_Genomics,PMC4437456,ERR738371,ERP009311
BMC_Genomics,PMC4234520,PRJNA200950,SRP022139
BMC_Genomics,PMC4239370,PRJNA216999,SRP041946
BMC_Genomics,PMC4239370,PRJNA217033,SRP041942
BMC_Genomics,PMC4239370,PRJNA217037,SRP041960
BMC_Genomics,PMC4246439,PRJNA265802,SRP050030
BMC_Genomics,PMC4258056,SRR360152,SRP009136
BMC_Genomics,PMC4258056,SRX103665,SRP009136
BMC_Genomics,PMC4290601,GSE16025,GSE16025
BMC_Genomics,PMC4290601,GSE15008,GSE15008
BMC_Genomics,PMC4299006,SRX367813,SRP031911
BMC_Genomics,PMC4299006,SRX369139,SRP032282
BMC_Genomics,PMC4299006,PRJNA222386,SRP031911
BMC_Genomics,PMC4299006,PRJNA222384,SRP032282
BMC_Genomics,PMC4299006,SRX352195,SRP030035
BMC_Genomics,PMC4299006,PRJNA219402,SRP030035
BMC_Genomics,PMC4299006,SRX265389,SRP021087
BMC_Genomics,PMC4299006,PRJNA193436,NaN
BMC_Genomics,PMC4299676,SRP050131,SRP050131
BMC_Genomics,PMC4687334,SRP018832,SRP018832
BMC_Genomics,PMC4508970,SRP039339,SRP039339
BMC_Genomics,PMC4508970,PRJNA238491,SRP039339
BMC_Genomics,PMC4533766,SRS923862,SRP057727
BMC_Genomics,PMC4533766,PRJNA282441,SRP057727
BMC_Genomics,PMC4534009,PRJNA270670,SRP051272
BMC_Genomics,PMC4534026,GSE59214,GSE59214
BMC_Genomics,PMC4687280,SRP056807,SRP056807
BMC_Genomics,PMC4687280,ERS640705,NaN
BMC_Genomics,PMC4687280,ERS640706,NaN
BMC_Genomics,PMC4687280,ERS640707,NaN
BMC_Genomics,PMC4687280,ERS640708,NaN
BMC_Genomics,PMC4687280,ERS640710,NaN
BMC_Genomics,PMC4687280,ERS640711,NaN
BMC_Genomics,PMC4687280,ERS640712,NaN
BMC_Genomics,PMC4687280,ERS640713,NaN
BMC_Genomics,PMC4687280,ERS640714,NaN
BMC_Genomics,PMC4687280,ERS640715,NaN
BMC_Genomics,PMC4687280,ERS640716,NaN
BMC_Genomics,PMC4687280,ERS640717,NaN
BMC_Genomics,PMC4687280,SRP061961,SRP061961
BMC_Genomics,PMC4687280,SRP056806,SRP056806
BMC_Genomics,PMC4687280,ERS640718,NaN
BMC_Genomics,PMC4687280,ERS640719,NaN
BMC_Genomics,PMC4687280,SRP062032,SRP062032
BMC_Genomics,PMC4687280,ERS640720,NaN
BMC_Genomics,PMC4687280,ERS640721,NaN
BMC_Genomics,PMC4687280,ERS640722,NaN
BMC_Genomics,PMC4687280,ERS640723,NaN
BMC_Genomics,PMC4687280,SRP062031,SRP062031
BMC_Genomics,PMC4687280,PRJNA291806,SRP062032
BMC_Genomics,PMC4687280,PRJNA291802,SRP061961
BMC_Genomics,PMC4687280,PRJNA291805,SRP062031
BMC_Genomics,PMC4687280,SRR2144962,SRP062032
BMC_Genomics,PMC4687280,SRR2144961,SRP061961
BMC_Genomics,PMC4687280,SRR2144960,SRP062031
BMC_Genomics,PMC4618519,PRJNA291690,NaN
BMC_Genomics,PMC4690215,ERS540821,NaN
BMC_Genomics,PMC4690215,ERS540822,NaN
BMC_Genomics,PMC4690215,ERS540823,NaN
BMC_Genomics,PMC4690215,ERS540826,NaN
BMC_Genomics,PMC4690215,ERS540825,NaN
BMC_Genomics,PMC4690215,ERS540877,NaN
BMC_Genomics,PMC4690215,ERS540807,NaN
BMC_Genomics,PMC4690215,ERS540874,NaN
BMC_Genomics,PMC4690215,ERS540827,NaN
BMC_Genomics,PMC4690215,ERS540861,NaN
BMC_Genomics,PMC4690215,ERS540860,NaN
BMC_Genomics,PMC4690215,ERS540806,NaN
BMC_Genomics,PMC4690215,ERS540824,NaN
BMC_Genomics,PMC4690215,ERS540820,NaN
BMC_Genomics,PMC4690215,ERS540875,NaN
BMC_Genomics,PMC4690215,ERS540876,NaN
BMC_Genomics,PMC4690215,ERS540837,NaN
BMC_Genomics,PMC4690215,ERS540993,NaN
BMC_Genomics,PMC4690215,ERS541232,NaN
BMC_Genomics,PMC4690215,ERS605528,NaN
BMC_Genomics,PMC4690215,ERP006877,NaN
BMC_Genomics,PMC4690215,ERP006880,NaN
BMC_Genomics,PMC4690215,ERP006881,NaN
BMC_Genomics,PMC4690215,ERP006882,NaN
BMC_Genomics,PMC4690215,ERP006883,NaN
BMC_Genomics,PMC4690215,ERP006884,NaN
BMC_Genomics,PMC4690215,ERP006885,NaN
BMC_Genomics,PMC4690215,ERP006886,NaN
BMC_Genomics,PMC4690215,ERP006887,NaN
BMC_Genomics,PMC4690215,ERP006888,NaN
BMC_Genomics,PMC4690215,ERP006889,NaN
BMC_Genomics,PMC4690215,ERP006890,NaN
BMC_Genomics,PMC4690215,ERP006891,NaN
BMC_Genomics,PMC4690215,ERP006892,NaN
BMC_Genomics,PMC4690215,ERP006893,NaN
BMC_Genomics,PMC4690215,ERP006894,NaN
BMC_Genomics,PMC4690215,ERP006895,NaN
BMC_Genomics,PMC4690215,ERP006896,NaN
BMC_Genomics,PMC4690215,ERP006897,NaN
BMC_Genomics,PMC4690215,ERP006898,NaN
BMC_Genomics,PMC4690215,ERP006899,NaN
BMC_Genomics,PMC4690215,ERP006900,NaN
BMC_Genomics,PMC4690215,ERP006901,NaN
BMC_Genomics,PMC4690246,GSM560089,GPL2025
BMC_Genomics,PMC4690320,GSE59111,GSE59111
BMC_Genomics,PMC4690320,GSE75729,GSE75729
BMC_Genomics,PMC5109742,PRJNA295073,SRP063467
BMC_Genomics,PMC5106808,SRP067703,SRP067703
BMC_Genomics,PMC5112684,SRA025082,SRP003889
BMC_Genomics,PMC5112684,GSE39086,GSE39086
BMC_Genomics,PMC5109768,SRX1595681,SRP070633
BMC_Genomics,PMC5109768,SRX1595679,SRP070633
BMC_Genomics,PMC5120500,ERP013295,ERP013295
BMC_Genomics,PMC5117568,SRP070992,SRP070992
BMC_Genomics,PMC5120533,SRP066518,SRP066518
BMC_Genomics,PMC5117616,PRJNA288586,NaN
BMC_Genomics,PMC5120421,ERS1204292,ERP016053
BMC_Genomics,PMC5120421,ERS1204293,ERP016053
BMC_Genomics,PMC5120421,ERS1204294,ERP016053
BMC_Genomics,PMC5120421,ERS1204295,ERP016053
BMC_Genomics,PMC5120421,ERS1204296,ERP016053
BMC_Genomics,PMC5120421,ERS1204297,ERP016053
BMC_Genomics,PMC5120421,ERS1204298,ERP016053
BMC_Genomics,PMC5120421,ERS1204299,ERP016053
BMC_Genomics,PMC5120421,ERS1204300,ERP016053
BMC_Genomics,PMC5120421,ERS1204301,ERP016053
BMC_Genomics,PMC5120421,ERS1204302,ERP016053
BMC_Genomics,PMC5120421,ERS1204303,ERP016053
BMC_Genomics,PMC5120421,ERS1204304,ERP016053
BMC_Genomics,PMC5120421,ERS1204305,ERP016053
BMC_Genomics,PMC5120421,ERS1204306,ERP016053
BMC_Genomics,PMC5120421,ERS1204307,ERP016053
BMC_Genomics,PMC5120421,ERS1204308,ERP016053
BMC_Genomics,PMC5120421,ERS1204309,ERP016053
BMC_Genomics,PMC5117610,SRP075464,SRP075464
BMC_Genomics,PMC5117530,GSE10315,GSE10315
BMC_Genomics,PMC5117530,GSE9451,GSE9451
BMC_Genomics,PMC5117530,GSE10438,GSE10438
BMC_Genomics,PMC5117530,GSE3823,GSE3823
BMC_Genomics,PMC5117530,GSE72332,GSE72332
BMC_Genomics,PMC5120471,GSE73968,GSE73968
BMC_Genomics,PMC5120557,SRR1562907,SRP046016
BMC_Genomics,PMC5120557,SRR019600,SRP000941
BMC_Genomics,PMC5120557,SRR1057939,SRP020556
BMC_Genomics,PMC5120557,SRR942868,SRP028243
BMC_Genomics,PMC5120557,SRR1976443,SRP057253
BMC_Genomics,PMC5117602,ERP006339,ERP006339
BMC_Genomics,PMC5117602,ERP006342,ERP006342
BMC_Genomics,PMC5117602,ERP015317,ERP015317
BMC_Genomics,PMC5118896,SRX374716,SRP032780
BMC_Genomics,PMC5118896,SRX684363,SRP045667
BMC_Genomics,PMC4696137,DRA004155,DRP002815
BMC_Genomics,PMC4696311,SRX1177177,SRP063069
BMC_Genomics,PMC4696311,SRX1177278,SRP063069
BMC_Genomics,PMC4696290,GPL7252,GSE30449;GSE30464
BMC_Genomics,PMC4696290,GSE30449,GSE30449
BMC_Genomics,PMC4696225,GSE38212,GSE38212
BMC_Genomics,PMC4696162,SRR1460724,SRP043571
BMC_Genomics,PMC4696162,SRR1460747,SRP043571
BMC_Genomics,PMC4696162,SRR1460767,SRP043573
BMC_Genomics,PMC4696162,SRR1460772,SRP043573
BMC_Genomics,PMC4696162,SRR2136702,SRP043573
BMC_Genomics,PMC4698792,GSE57247,GSE57247
BMC_Genomics,PMC4698812,GPL5731,GSE33373
BMC_Genomics,PMC4698812,GSE45680,GSE45680
BMC_Genomics,PMC4700564,GSE73757,GSE73757
BMC_Genomics,PMC4700564,PRJNA248137,SRP059983
BMC_Genomics,PMC4700564,PRJNA302486,SRP066422
BMC_Genomics,PMC4700598,PRJNA304685,SRP066890
BMC_Genomics,PMC4700752,PRJNA257052,NaN
BMC_Genomics,PMC4700579,GSE64962,GSE64962
BMC_Genomics,PMC4700650,PRJNA288748,SRP060394
BMC_Genomics,PMC4700650,SRP060394,SRP060394
BMC_Genomics,PMC4702322,GSE60314,GSE60314
BMC_Genomics,PMC4702397,PRJNA301193,SRP065979
BMC_Genomics,PMC4702397,SRA308937,SRP065979
BMC_Genomics,PMC4702332,PRJNA302277,SRP066241
BMC_Genomics,PMC4702327,SRR1548539,SRP045465
BMC_Genomics,PMC4702327,GSE75463,GSE75463
BMC_Genomics,PMC4705583,PRJNA290781,SRP061553
BMC_Genomics,PMC4705583,PRJNA290782,SRP061567
BMC_Genomics,PMC4705743,GPL13934,GSE69419
BMC_Genomics,PMC4705743,GSE69419,GSE69419
BMC_Genomics,PMC4705743,GSE31112,GSE31112
BMC_Genomics,PMC4704297,PRJNA236239,SRP037535
BMC_Genomics,PMC4706714,SRR607214,SRP012682
BMC_Genomics,PMC4706714,SRR615261,SRP012682
BMC_Genomics,PMC4706714,SRR603068,SRP012682
BMC_Genomics,PMC4706714,SRR821282,SRP012682
BMC_Genomics,PMC4706714,SRR608096,SRP012682
BMC_Genomics,PMC4706714,SRR612839,SRP012682
BMC_Genomics,PMC4706714,SRR816609,SRP012682
BMC_Genomics,PMC4706714,SRR821518,SRP012682
BMC_Genomics,PMC4706714,SRR607679,SRP012682
BMC_Genomics,PMC4706714,SRR809283,SRP012682
BMC_Genomics,PMC4706714,SRR808044,SRP012682
BMC_Genomics,PMC4706714,SRR598671,SRP012682
BMC_Genomics,PMC4706714,SRR598509,SRP012682
BMC_Genomics,PMC4706714,SRR600784,SRP012682
BMC_Genomics,PMC4706714,SRR813208,SRP012682
BMC_Genomics,PMC4706714,SRR821573,SRP012682
BMC_Genomics,PMC4706714,SRR810945,SRP012682
BMC_Genomics,PMC4706714,SRR811819,SRP012682
BMC_Genomics,PMC4706714,SRR820689,SRP012682
BMC_Genomics,PMC4706714,SRR602106,SRP012682
BMC_Genomics,PMC4706714,SRR607166,SRP012682
BMC_Genomics,PMC4706714,SRR598044,SRP012682
BMC_Genomics,PMC4706714,SRR614287,SRP012682
BMC_Genomics,PMC4706714,SRR811029,SRP012682
BMC_Genomics,PMC4706714,SRR815280,SRP012682
BMC_Genomics,PMC4706714,SRR820839,SRP012682
BMC_Genomics,PMC4706714,SRR603834,SRP012682
BMC_Genomics,PMC4706714,SRR808836,SRP012682
BMC_Genomics,PMC4706714,SRR598124,SRP012682
BMC_Genomics,PMC4706714,SRR817306,SRP012682
BMC_Genomics,PMC4706714,SRR598148,SRP012682
BMC_Genomics,PMC4706714,SRR603750,SRP012682
