journal,pmc_ID,converted_accession,species
Nat_Methods,PMC4131762,GSE10246,Mus musculus
Nat_Methods,PMC4131762,GSE6506,Mus musculus
Nat_Methods,PMC4018771,GSE39982,Mus musculus
Nat_Methods,PMC4018468,ERP000614,Mus musculus
Nat_Methods,PMC4326224,GSE56646,Mus musculus
Nat_Methods,PMC3505039,GSE15907,Mus musculus
Nat_Methods,PMC4770512,GSE56879,Mus musculus
Nat_Methods,PMC5330805,GSE52583,Mus musculus
Nat_Methods,PMC5330805,GSE54695,Mus musculus
Nat_Methods,PMC5330805,GSE67310,Mus musculus
Nat_Methods,PMC5330805,GSE54006,Mus musculus
Nat_Methods,PMC5330805,GSE41265,Mus musculus
Nat_Methods,PMC5330805,GSE45719,Mus musculus
Nat_Methods,PMC5376499,GSE67833,Mus musculus
Nat_Methods,PMC5376499,GSE60361,Mus musculus
Nat_Methods,PMC5376499,GSE60768,Mus musculus
Nat_Methods,PMC5376499,GSE54695,Mus musculus
Nat_Methods,PMC5376499,GSE54006,Mus musculus
Nat_Methods,PMC5376499,GSE72857,Mus musculus
Nat_Methods,PMC5376499,ERP005640,Mus musculus
Nat_Methods,PMC5376499,SRP025171,Mus musculus
Nat_Methods,PMC5473255,GSE29087,Mus musculus
Nat_Methods,PMC5764547,GSE52583,Mus musculus
Nat_Methods,PMC5623146,GSE63341,Mus musculus
Nat_Methods,PMC5623139,GSE71585,Mus musculus
Nat_Methods,PMC5712218,GSE27037,Mus musculus
Nat_Methods,PMC5937676,GSE60361,Mus musculus
Nat_Methods,PMC5937676,GSE63472,Mus musculus
Nat_Methods,PMC6030502,GSE102827,Mus musculus
Nat_Methods,PMC6402590,GSE81905,Mus musculus
Nat_Methods,PMC6402590,GSE102827,Mus musculus
Nat_Methods,PMC6443043,GSE107947,Mus musculus
Nat_Methods,PMC6544483,GSE4535,Mus musculus
Nat_Methods,PMC6765423,SRP069120,Mus musculus
J_Endocr_Soc,PMC5915959,GSE4238,Mus musculus
J_Endocr_Soc,PMC5915959,GSE54650,Mus musculus
J_Endocr_Soc,PMC7031085,GSE41358,Mus musculus
J_Endocr_Soc,PMC7031085,GSE84942,Mus musculus
Nat_Immunol,PMC3672957,GSE33942,Mus musculus
Nat_Immunol,PMC4479220,GSE47705,Mus musculus
Nat_Immunol,PMC4474778,GSE21512,Mus musculus
Nat_Immunol,PMC4474778,GSE40173,Mus musculus
Nat_Immunol,PMC4474778,GSE21978,Mus musculus
Nat_Immunol,PMC4474778,GSE38046,Mus musculus
Nat_Immunol,PMC4474778,GSE44288,Mus musculus
Nat_Immunol,PMC4372143,GSE37448,Mus musculus
Nat_Immunol,PMC4226759,GSE24813,Mus musculus
Nat_Immunol,PMC4222088,GSE15907,Mus musculus
Nat_Immunol,PMC5045264,GSE37448,Mus musculus
Nat_Immunol,PMC4132664,GSE15907,Mus musculus
Nat_Immunol,PMC3690947,GSE15907,Mus musculus
Nat_Immunol,PMC3942165,GSE15907,Mus musculus
Nat_Immunol,PMC3985403,GSE15907,Mus musculus
Nat_Immunol,PMC3501570,GSE10246,Mus musculus
Nat_Immunol,PMC3698954,GSE7596,Mus musculus
Nat_Immunol,PMC2768754,GSE13,Mus musculus
Nat_Immunol,PMC4620552,GSE15907,Mus musculus
Nat_Immunol,PMC4685755,GSE36057,Mus musculus
Nat_Immunol,PMC4685755,GSE15907,Mus musculus
Nat_Immunol,PMC4955789,GSE70981,Mus musculus
Nat_Immunol,PMC5157049,GSE38046,Mus musculus
Nat_Immunol,PMC5033077,GSE56928,Mus musculus
Nat_Immunol,PMC5071159,GSE61077,Mus musculus
Nat_Immunol,PMC5071159,GSE55753,Mus musculus
Nat_Immunol,PMC5310976,SRP058637,Mus musculus
Nat_Immunol,PMC5310976,GSE74257,Mus musculus
Nat_Immunol,PMC5363839,GSE77744,Mus musculus
Nat_Immunol,PMC5363839,GSE35857,Mus musculus
Nat_Immunol,PMC5395420,GSE89036,Mus musculus
Nat_Immunol,PMC5564218,GSE21380,Mus musculus
Nat_Immunol,PMC5564218,GSE50131,Mus musculus
Nat_Immunol,PMC6049828,GSE42466,Mus musculus
Nat_Immunol,PMC6049828,GSE28247,Mus musculus
Nat_Immunol,PMC6049828,GSE27841,Mus musculus
Nat_Immunol,PMC6049828,GSE94041,Mus musculus
Nat_Immunol,PMC6202187,SRP127238,Mus musculus
Nat_Immunol,PMC6158091,GSE42325,Mus musculus
Nat_Immunol,PMC6158091,GSE75909,Mus musculus
Nat_Immunol,PMC6240373,GSE40655,Mus musculus
Nat_Immunol,PMC6294311,GSE40918,Mus musculus
Nat_Immunol,PMC6340744,GSE15907,Mus musculus
Nat_Immunol,PMC6340744,GSE37448,Mus musculus
Nat_Immunol,PMC6531353,GSE9650,Mus musculus
Nat_Immunol,PMC6531353,GSE84105,Mus musculus
Nat_Immunol,PMC6531324,GSE69607,Mus musculus
Nat_Immunol,PMC6531324,GSE37448,Mus musculus
Nat_Immunol,PMC6602051,GSE14769,Mus musculus
Nat_Immunol,PMC6602051,GSE11924,Mus musculus
Nat_Immunol,PMC6588409,GSE49930,Mus musculus
Nat_Immunol,PMC6588409,GSE46943,Mus musculus
Nat_Immunol,PMC6642679,GSE28887,Mus musculus
Nat_Immunol,PMC6642691,GSE41866,Mus musculus
Nat_Immunol,PMC6754271,GSE14308,Mus musculus
Nat_Immunol,PMC6754289,GSE40173,Mus musculus
Nat_Immunol,PMC6754289,GSE31039,Mus musculus
JBMR_Plus,PMC6894729,GSE27483,Mus musculus
iScience,PMC6146591,GSE5463,Mus musculus
iScience,PMC6997871,GSE38668,Mus musculus
iScience,PMC6997871,GSE13379,Mus musculus
iScience,PMC6997871,GSE43164,Mus musculus
iScience,PMC6997871,SRP031888,Mus musculus
iScience,PMC6997871,GSE32309,Mus musculus
iScience,PMC6123864,GSE77744,Mus musculus
iScience,PMC6402234,GSE32529,Mus musculus
iScience,PMC6698312,GSE118660,Mus musculus
iScience,PMC6698312,GSE90070,Mus musculus
iScience,PMC6864351,GSE110357,Mus musculus
iScience,PMC7132098,GSE10246,Mus musculus
Infect_Dis_Model,PMC6579965,GSE53294,Mus musculus
Life_Sci_Alliance,PMC6238411,GSE64453,Mus musculus
Life_Sci_Alliance,PMC6238411,GSE19446,Mus musculus
Life_Sci_Alliance,PMC6238418,GSE64825,Mus musculus
Life_Sci_Alliance,PMC6238418,GSE26360,Mus musculus
Life_Sci_Alliance,PMC6458850,GSE14007,Mus musculus
Life_Sci_Alliance,PMC6607449,GSE57249,Mus musculus
Life_Sci_Alliance,PMC6607449,GSE45719,Mus musculus
Life_Sci_Alliance,PMC6765226,GSE44288,Mus musculus
Life_Sci_Alliance,PMC6776666,GSE44286,Mus musculus
Life_Sci_Alliance,PMC6795216,GSE37074,Mus musculus
Life_Sci_Alliance,PMC6795216,GSE31039,Mus musculus
Life_Sci_Alliance,PMC6878222,GSE111588,Mus musculus
Life_Sci_Alliance,PMC6907387,GSE100393,Mus musculus
Life_Sci_Alliance,PMC6985454,GSE48138,Mus musculus
Mol_Med,PMC6503374,GSE39549,Mus musculus
J_Neuroimmunol,PMC6788784,GSE5296,Mus musculus
J_Neuroimmunol,PMC6788784,GSE3253,Mus musculus
NPJ_Sci_Food,PMC6889268,GSE115342,Mus musculus
J_Cent_Nerv_Syst_Dis,PMC4437538,GSE30882,Mus musculus
J_Cent_Nerv_Syst_Dis,PMC4437538,GSE38820,Mus musculus
J_Adv_Res,PMC7063112,GSE23160,Mus musculus
J_Cancer,PMC6775707,GSE24819,Mus musculus
J_Cancer,PMC6995379,GSE7381,Mus musculus
J_Cancer,PMC7052925,GSE4512,Mus musculus
J_Cancer,PMC6036718,GSE39592,Mus musculus
J_Cancer,PMC6548156,GSE21757,Mus musculus
Int_J_Biol_Sci,PMC6854380,GSE31106,Mus musculus
Int_J_Biol_Sci,PMC5666336,GSE41285,Mus musculus
Lab_Anim_Res,PMC4490147,GSE6980,Mus musculus
Nat_Med,PMC4257907,GSE9954,Mus musculus
Nat_Med,PMC4087046,GSE628,Mus musculus
Nat_Med,PMC3650110,GSE10347,Mus musculus
Nat_Med,PMC4860119,GSE25971,Mus musculus
Nat_Med,PMC5524189,GSE45684,Mus musculus
Nat_Med,PMC5596511,GSE80976,Mus musculus
Nat_Med,PMC5630512,GSE38497,Mus musculus
Nat_Med,PMC5630512,GSE45148,Mus musculus
Nat_Med,PMC5630512,SRP030031,Mus musculus
Nat_Med,PMC5727902,GSE30247,Mus musculus
Nat_Med,PMC5839965,GSE42132,Mus musculus
Nat_Med,PMC5839965,GSE11062,Mus musculus
Nat_Med,PMC5839992,GSE58262,Mus musculus
Nat_Med,PMC5839992,GSE21670,Mus musculus
Nat_Med,PMC5839972,GSE104027,Mus musculus
Nat_Med,PMC6420126,GSE40156,Mus musculus
Nat_Med,PMC6622181,GSE98034,Mus musculus
Nat_Med,PMC6263165,GSE15907,Mus musculus
Neurooncol_Adv,PMC6860004,GSE50824,Mus musculus
NAR_Genom_Bioinform,PMC6824515,SRP010370,Mus musculus
NAR_Genom_Bioinform,PMC6824515,GSE10280,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE3248,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE44868,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE19677,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE21237,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE26317,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE5786,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE9330,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE9025,Mus musculus
Pharmacol_Res_Perspect,PMC4317235,GSE19780,Mus musculus
Part_Fibre_Toxicol,PMC4792104,GSE29042,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE35284,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE35193,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE19487,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE29042,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE485,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE34056,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE20174,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE4231,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE60801,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE68036,Mus musculus
Part_Fibre_Toxicol,PMC4865099,GSE11037,Mus musculus
Part_Fibre_Toxicol,PMC6460812,GSE14288,Mus musculus
World_J_Surg_Oncol,PMC5359882,GSE4476,Mus musculus
Radiat_Oncol,PMC4502640,GSE40606,Mus musculus
Transl_Neurodegener,PMC6182827,GSE54650,Mus musculus
Stem_Cell_Res_Ther,PMC4397673,GSE37859,Mus musculus
Stem_Cell_Res_Ther,PMC4632651,GSE30419,Mus musculus
Stem_Cell_Res_Ther,PMC4791787,GSE36294,Mus musculus
Stem_Cell_Res_Ther,PMC5143475,GSE39009,Mus musculus
Stem_Cell_Res_Ther,PMC5143475,GSE466,Mus musculus
Stem_Cell_Res_Ther,PMC5259886,GSE36294,Mus musculus
Stem_Cell_Res_Ther,PMC5863440,GSE8024,Mus musculus
Stem_Cell_Res_Ther,PMC5863440,GSE26833,Mus musculus
Stem_Cell_Res_Ther,PMC6225669,GSE64835,Mus musculus
Stem_Cell_Res_Ther,PMC6225669,GSE29281,Mus musculus
Stem_Cell_Res_Ther,PMC6225669,GSE27787,Mus musculus
Stem_Cell_Res_Ther,PMC6225669,GSE47935,Mus musculus
Stem_Cell_Res_Ther,PMC6225669,GSE43042,Mus musculus
Stem_Cell_Res_Ther,PMC6528258,GSE61580,Mus musculus
Stem_Cell_Res_Ther,PMC6545032,GSE53490,Mus musculus
Stem_Cell_Res_Ther,PMC6545032,GSE73952,Mus musculus
Stem_Cell_Res_Ther,PMC6757441,GSE121970,Mus musculus
Stem_Cell_Res_Ther,PMC6883612,GSE39549,Mus musculus
Stem_Cell_Res_Ther,PMC6883612,GSE65557,Mus musculus
Respir_Res,PMC5774112,GSE10246,Mus musculus
Respir_Res,PMC5989378,GSE80078,Mus musculus
Respir_Res,PMC6325784,GSE4837,Mus musculus
Plant_Methods,PMC2847557,GSE432,Mus musculus
Retrovirology,PMC3558390,GSE12241,Mus musculus
Stem_Cell_Res,PMC4305369,GSE43398,Mus musculus
Stem_Cell_Res,PMC5899959,GSE20177,Mus musculus
Stem_Cell_Res,PMC5899959,GSE90752,Mus musculus
Stem_Cell_Res,PMC6579609,GSE100597,Mus musculus
Source_Code_Biol_Med,PMC4075596,ERP000687,Mus musculus
PeerJ,PMC5012272,GSE1479,Mus musculus
PeerJ,PMC5251935,GSE52583,Mus musculus
PeerJ,PMC5251935,GSE60781,Mus musculus
PeerJ,PMC5797448,GSE13093,Mus musculus
PeerJ,PMC5797448,GSE34018,Mus musculus
PeerJ,PMC6078068,DRP002863,Mus musculus
PeerJ,PMC6526899,GSE70659,Mus musculus
PeerJ,PMC6896941,GSE37475,Mus musculus
PeerJ,PMC6993753,GSE132268,Mus musculus
PeerJ,PMC7183309,GSE118680,Mus musculus
PeerJ,PMC7183309,GSE90893,Mus musculus
PeerJ,PMC7183309,GSE90895,Mus musculus
PLoS_One,PMC3536747,GSE13986,Mus musculus
PLoS_One,PMC3544819,GSE13244,Mus musculus
PLoS_One,PMC3835424,GSE32311,Mus musculus
PLoS_One,PMC3836774,GSE7855,Mus musculus
PLoS_One,PMC3669334,GSE9954,Mus musculus
PLoS_One,PMC3669334,GSE3603,Mus musculus
PLoS_One,PMC3669334,GSE6998,Mus musculus
PLoS_One,PMC3669334,GSE3889,Mus musculus
PLoS_One,PMC3669334,GSE7196,Mus musculus
PLoS_One,PMC3669334,GSE8000,Mus musculus
PLoS_One,PMC3784412,GSE25105,Mus musculus
PLoS_One,PMC3885437,GSE1479,Mus musculus
PLoS_One,PMC3896334,GSE18813,Mus musculus
PLoS_One,PMC4259346,GSE29218,Mus musculus
PLoS_One,PMC3921226,GSE9954,Mus musculus
PLoS_One,PMC3931724,GSE11259,Mus musculus
PLoS_One,PMC3944024,GSE6487,Mus musculus
PLoS_One,PMC3944024,GSE989,Mus musculus
PLoS_One,PMC3944024,GSE5304,Mus musculus
PLoS_One,PMC4061025,GSE29184,Mus musculus
PLoS_One,PMC4061025,GSE21529,Mus musculus
PLoS_One,PMC4074118,GSE10246,Mus musculus
PLoS_One,PMC4074118,GSE9954,Mus musculus
PLoS_One,PMC3873369,GSE14012,Mus musculus
PLoS_One,PMC3873369,GSE34799,Mus musculus
PLoS_One,PMC3873369,GSE11274,Mus musculus
PLoS_One,PMC3873369,GSE6506,Mus musculus
PLoS_One,PMC3873369,GSE9954,Mus musculus
PLoS_One,PMC4031077,GSE11034,Mus musculus
PLoS_One,PMC4031077,GSE12241,Mus musculus
PLoS_One,PMC3897719,GSE10965,Mus musculus
PLoS_One,PMC3946423,GSE11431,Mus musculus
PLoS_One,PMC3931652,GSE12241,Mus musculus
PLoS_One,PMC3931652,GSE11172,Mus musculus
PLoS_One,PMC3931652,GSE11431,Mus musculus
PLoS_One,PMC3931652,GSE24843,Mus musculus
PLoS_One,PMC3931652,GSE26833,Mus musculus
PLoS_One,PMC3951239,GSE12730,Mus musculus
PLoS_One,PMC3951239,GSE14753,Mus musculus
PLoS_One,PMC3951239,GSE9441,Mus musculus
PLoS_One,PMC3951239,GSE20954,Mus musculus
PLoS_One,PMC3951239,GSE11291,Mus musculus
PLoS_One,PMC3951239,GSE12499,Mus musculus
PLoS_One,PMC3951239,GSE11990,Mus musculus
PLoS_One,PMC3951239,GSE10347,Mus musculus
PLoS_One,PMC3951239,GSE21749,Mus musculus
PLoS_One,PMC3951239,GSE4051,Mus musculus
PLoS_One,PMC3951239,GSE11141,Mus musculus
PLoS_One,PMC3951239,GSE6514,Mus musculus
PLoS_One,PMC3951239,GSE20645,Mus musculus
PLoS_One,PMC3951239,GSE14366,Mus musculus
PLoS_One,PMC3951239,GSE9400,Mus musculus
PLoS_One,PMC3951239,GSE4193,Mus musculus
PLoS_One,PMC3951239,GSE8024,Mus musculus
PLoS_One,PMC3951239,GSE7357,Mus musculus
PLoS_One,PMC3951239,GSE18669,Mus musculus
PLoS_One,PMC3951239,GSE11859,Mus musculus
PLoS_One,PMC3951239,GSE14024,Mus musculus
PLoS_One,PMC3951239,GSE8322,Mus musculus
PLoS_One,PMC3951239,GSE9012,Mus musculus
PLoS_One,PMC3951239,GSE3653,Mus musculus
PLoS_One,PMC3951239,GSE8034,Mus musculus
PLoS_One,PMC3951239,GSE10806,Mus musculus
PLoS_One,PMC3951239,GSE1871,Mus musculus
PLoS_One,PMC5268445,GSE44059,Mus musculus
PLoS_One,PMC4022672,GSE7676,Mus musculus
PLoS_One,PMC4022672,GSE12609,Mus musculus
PLoS_One,PMC4022672,GSE16381,Mus musculus
PLoS_One,PMC4022672,GSE18326,Mus musculus
PLoS_One,PMC4022672,GSE17985,Mus musculus
PLoS_One,PMC4022672,GSE8269,Mus musculus
PLoS_One,PMC4022672,GSE8555,Mus musculus
PLoS_One,PMC4022672,GSE3843,Mus musculus
PLoS_One,PMC4022672,GSE9012,Mus musculus
PLoS_One,PMC4026240,SRP020643,Mus musculus
PLoS_One,PMC4072711,GSE5947,Mus musculus
PLoS_One,PMC4049617,GSE9954,Mus musculus
PLoS_One,PMC4065045,GSE17721,Mus musculus
PLoS_One,PMC4065045,GSE15907,Mus musculus
PLoS_One,PMC4510265,GSE40792,Mus musculus
PLoS_One,PMC4510265,GSE40827,Mus musculus
PLoS_One,PMC4094554,GSE5324,Mus musculus
PLoS_One,PMC4016008,GSE10216,Mus musculus
PLoS_One,PMC4016008,GSE1479,Mus musculus
PLoS_One,PMC4016008,GSE8555,Mus musculus
PLoS_One,PMC4016008,GSE11539,Mus musculus
PLoS_One,PMC4140797,GSE33454,Mus musculus
PLoS_One,PMC4143169,GSE4193,Mus musculus
PLoS_One,PMC4143169,GSE31280,Mus musculus
PLoS_One,PMC4153650,GSE10246,Mus musculus
PLoS_One,PMC4556694,GSE23072,Mus musculus
PLoS_One,PMC3877002,GSE17157,Mus musculus
PLoS_One,PMC3877035,GSE36026,Mus musculus
PLoS_One,PMC4648502,GSE15907,Mus musculus
PLoS_One,PMC4439117,GSE67674,Mus musculus
PLoS_One,PMC4410939,GSE51648,Mus musculus
PLoS_One,PMC4965025,GSE21978,Mus musculus
PLoS_One,PMC4965025,GSE66978,Mus musculus
PLoS_One,PMC4965025,GSE21512,Mus musculus
PLoS_One,PMC4930192,GSE8407,Mus musculus
PLoS_One,PMC4930192,GSE27686,Mus musculus
PLoS_One,PMC4942074,GSE21636,Mus musculus
PLoS_One,PMC4425505,ERP000614,Mus musculus
PLoS_One,PMC4425505,GSE39866,Mus musculus
PLoS_One,PMC4425505,GSE61915,Mus musculus
PLoS_One,PMC4425505,GSE45376,Mus musculus
PLoS_One,PMC4919052,GSE75,Mus musculus
PLoS_One,PMC5173342,GSE40918,Mus musculus
PLoS_One,PMC5173342,GSE45719,Mus musculus
PLoS_One,PMC5234833,GSE67159,Mus musculus
PLoS_One,PMC5222604,GSE48109,Mus musculus
PLoS_One,PMC5215400,GSE6506,Mus musculus
PLoS_One,PMC5215400,GSE14833,Mus musculus
PLoS_One,PMC5215400,GSE34723,Mus musculus
PLoS_One,PMC5215400,GSE10246,Mus musculus
PLoS_One,PMC5215532,GSE32916,Mus musculus
PLoS_One,PMC5215532,GSE4528,Mus musculus
PLoS_One,PMC5215532,GSE4491,Mus musculus
PLoS_One,PMC5289558,GSE12241,Mus musculus
PLoS_One,PMC5289558,GSE15519,Mus musculus
PLoS_One,PMC5289558,GSE17004,Mus musculus
PLoS_One,PMC5289558,GSE27087,Mus musculus
PLoS_One,PMC5289558,GSE10871,Mus musculus
PLoS_One,PMC5312872,GSE4193,Mus musculus
PLoS_One,PMC5312872,GSE69946,Mus musculus
PLoS_One,PMC5312872,GSE49621,Mus musculus
PLoS_One,PMC5313158,GSE87743,Mus musculus
PLoS_One,PMC5325304,GSE51650,Mus musculus
PLoS_One,PMC5322959,GSE50944,Mus musculus
PLoS_One,PMC4331523,GSE8396,Mus musculus
PLoS_One,PMC4331523,GSE9786,Mus musculus
PLoS_One,PMC4331523,GSE22871,Mus musculus
PLoS_One,PMC4373682,GSE39441,Mus musculus
PLoS_One,PMC4373682,GSE33714,Mus musculus
PLoS_One,PMC4363787,GSE11110,Mus musculus
PLoS_One,PMC4366354,GSE55177,Mus musculus
PLoS_One,PMC4404138,GSE40677,Mus musculus
PLoS_One,PMC4454684,GSE16454,Mus musculus
PLoS_One,PMC4388866,GSE47019,Mus musculus
PLoS_One,PMC4624943,GSE27218,Mus musculus
PLoS_One,PMC4479379,GSE1581,Mus musculus
PLoS_One,PMC4472524,GSE22520,Mus musculus
PLoS_One,PMC4374676,SRP050518,Mus musculus
PLoS_One,PMC4428792,GSE27628,Mus musculus
PLoS_One,PMC4437646,GSE39866,Mus musculus
PLoS_One,PMC4438979,GSE33454,Mus musculus
PLoS_One,PMC4388501,GSE1050,Mus musculus
PLoS_One,PMC4430287,GSE44288,Mus musculus
PLoS_One,PMC4430287,GSE11431,Mus musculus
PLoS_One,PMC5942780,GSE50821,Mus musculus
PLoS_One,PMC5942780,GSE6323,Mus musculus
PLoS_One,PMC5942780,GSE8524,Mus musculus
PLoS_One,PMC5942780,GSE24504,Mus musculus
PLoS_One,PMC5945012,GSE54652,Mus musculus
PLoS_One,PMC5945012,GSE54650,Mus musculus
PLoS_One,PMC4444327,GSE29015,Mus musculus
PLoS_One,PMC4498893,GSE760,Mus musculus
PLoS_One,PMC4514851,GSE4679,Mus musculus
PLoS_One,PMC4498831,GSE54145,Mus musculus
PLoS_One,PMC4358833,GSE30846,Mus musculus
PLoS_One,PMC4011847,GSE13149,Mus musculus
PLoS_One,PMC3877019,GSE23714,Mus musculus
PLoS_One,PMC3877019,GSE33009,Mus musculus
PLoS_One,PMC3877019,GSE10470,Mus musculus
PLoS_One,PMC3901657,GSE4422,Mus musculus
PLoS_One,PMC3901781,GSE11431,Mus musculus
PLoS_One,PMC3903639,GSE38031,Mus musculus
PLoS_One,PMC3905023,GSE33158,Mus musculus
PLoS_One,PMC3905023,GSE31734,Mus musculus
PLoS_One,PMC3906077,GSE8292,Mus musculus
PLoS_One,PMC3906077,GSE8295,Mus musculus
PLoS_One,PMC3907398,GSE40930,Mus musculus
PLoS_One,PMC4184787,GSE15907,Mus musculus
PLoS_One,PMC4237438,GSE33024,Mus musculus
PLoS_One,PMC4237438,GSE10516,Mus musculus
PLoS_One,PMC4255002,GSE422,Mus musculus
PLoS_One,PMC4263710,GSE58827,Mus musculus
PLoS_One,PMC4277357,GSE32574,Mus musculus
PLoS_One,PMC4280165,GSE33253,Mus musculus
PLoS_One,PMC4422522,GSE9954,Mus musculus
PLoS_One,PMC4422522,GSE21053,Mus musculus
PLoS_One,PMC4422522,GSE1093,Mus musculus
PLoS_One,PMC4422522,GSE988,Mus musculus
PLoS_One,PMC4422522,GSE363,Mus musculus
PLoS_One,PMC4422522,GSE3889,Mus musculus
PLoS_One,PMC4422522,GSE2926,Mus musculus
PLoS_One,PMC4422522,GSE38754,Mus musculus
PLoS_One,PMC4121322,GSE17721,Mus musculus
PLoS_One,PMC4414601,SRP000217,Mus musculus
PLoS_One,PMC4414601,SRP000712,Mus musculus
PLoS_One,PMC4139292,GSE8290,Mus musculus
PLoS_One,PMC4562633,DRP001187,Mus musculus
PLoS_One,PMC4205016,GSE11,Mus musculus
PLoS_One,PMC4551741,GSE48644,Mus musculus
PLoS_One,PMC4549109,GSE2059,Mus musculus
PLoS_One,PMC4549109,GSE19198,Mus musculus
PLoS_One,PMC4578952,GSE36392,Mus musculus
PLoS_One,PMC4569568,GSE40466,Mus musculus
PLoS_One,PMC4331513,GSE53006,Mus musculus
PLoS_One,PMC4331513,GSE38120,Mus musculus
PLoS_One,PMC4242671,GSE4679,Mus musculus
PLoS_One,PMC4682858,DRP001032,Mus musculus
PLoS_One,PMC3832644,SRP000198,Mus musculus
PLoS_One,PMC4619800,GSE58827,Mus musculus
PLoS_One,PMC4687632,GSE10246,Mus musculus
PLoS_One,PMC4684407,GSE50531,Mus musculus
PLoS_One,PMC4723263,GSE8191,Mus musculus
PLoS_One,PMC4743842,GSE27628,Mus musculus
PLoS_One,PMC4734686,GSE16780,Mus musculus
PLoS_One,PMC4734686,ERP000591,Mus musculus
PLoS_One,PMC4734686,GSE27483,Mus musculus
PLoS_One,PMC4752496,GSE31995,Mus musculus
PLoS_One,PMC4784907,GSE21065,Mus musculus
PLoS_One,PMC4784907,GSE13265,Mus musculus
PLoS_One,PMC4784907,GSE21048,Mus musculus
PLoS_One,PMC4784907,GSE24256,Mus musculus
PLoS_One,PMC4784907,GSE21307,Mus musculus
PLoS_One,PMC4784907,GSE10785,Mus musculus
PLoS_One,PMC4784907,GSE11845,Mus musculus
PLoS_One,PMC4784907,GSE6089,Mus musculus
PLoS_One,PMC4784907,GSE19102,Mus musculus
PLoS_One,PMC4784907,GSE15859,Mus musculus
PLoS_One,PMC4784907,GSE55756,Mus musculus
PLoS_One,PMC4784907,GSE9786,Mus musculus
PLoS_One,PMC4784907,GSE22871,Mus musculus
PLoS_One,PMC4784907,GSE8396,Mus musculus
PLoS_One,PMC4784907,GSE8295,Mus musculus
PLoS_One,PMC4784907,GSE55746,Mus musculus
PLoS_One,PMC4784907,GSE23780,Mus musculus
PLoS_One,PMC4784905,GSE21048,Mus musculus
PLoS_One,PMC4784905,GSE21065,Mus musculus
PLoS_One,PMC4784905,GSE1093,Mus musculus
PLoS_One,PMC4784905,GSE11899,Mus musculus
PLoS_One,PMC4784905,GSE25142,Mus musculus
PLoS_One,PMC4784905,GSE3129,Mus musculus
PLoS_One,PMC4784905,GSE3150,Mus musculus
PLoS_One,PMC4784905,GSE39313,Mus musculus
PLoS_One,PMC4784905,GSE6903,Mus musculus
PLoS_One,PMC4784905,GSE8642,Mus musculus
PLoS_One,PMC4784905,GSE55084,Mus musculus
PLoS_One,PMC4784905,GSE10285,Mus musculus
PLoS_One,PMC4784905,GSE10493,Mus musculus
PLoS_One,PMC4784905,GSE11338,Mus musculus
PLoS_One,PMC4784905,GSE1148,Mus musculus
PLoS_One,PMC4784905,GSE11796,Mus musculus
PLoS_One,PMC4784905,GSE13264,Mus musculus
PLoS_One,PMC4784905,GSE13265,Mus musculus
PLoS_One,PMC4784905,GSE14395,Mus musculus
PLoS_One,PMC4784905,GSE19272,Mus musculus
PLoS_One,PMC4784905,GSE24256,Mus musculus
PLoS_One,PMC4784905,GSE24272,Mus musculus
PLoS_One,PMC4784905,GSE10785,Mus musculus
PLoS_One,PMC4784905,GSE21224,Mus musculus
PLoS_One,PMC4784905,GSE988,Mus musculus
PLoS_One,PMC4790917,GSE56866,Mus musculus
PLoS_One,PMC4790917,GSE60019,Mus musculus
PLoS_One,PMC4801358,GSE23014,Mus musculus
PLoS_One,PMC4801358,GSE2276,Mus musculus
PLoS_One,PMC4822848,GSE29278,Mus musculus
PLoS_One,PMC4933395,GSE71982,Mus musculus
PLoS_One,PMC5130264,GSE67362,Mus musculus
PLoS_One,PMC4806927,GSE48229,Mus musculus
PLoS_One,PMC4831786,GSE63627,Mus musculus
PLoS_One,PMC4831786,GSE63951,Mus musculus
PLoS_One,PMC6358104,SRP015370,Mus musculus
PLoS_One,PMC6358104,GSE52950,Mus musculus
PLoS_One,PMC6358104,SRP044190,Mus musculus
PLoS_One,PMC5117665,GSE7502,Mus musculus
PLoS_One,PMC4777544,GSE42379,Mus musculus
PLoS_One,PMC4777544,GSE21757,Mus musculus
