,journal,pmc_ID,accession,converted_accession
80580,F1000Res,PMC5130078,GSE28750,GSE28750
80582,F1000Res,PMC5130078,GSE29536,GSE29536
80586,F1000Res,PMC5130078,GSE40012,GSE40012
80590,F1000Res,PMC5130078,GSE17156,GSE17156
80592,F1000Res,PMC5130078,GSE19439,GSE19439
80594,F1000Res,PMC5130078,GSE34608,GSE34608
80607,F1000Res,PMC5130078,GSE30101,GSE30101
80611,F1000Res,PMC5130078,GSE32862,GSE32862
80617,F1000Res,PMC5130078,GSE32682,GSE32682
80619,F1000Res,PMC5130078,GSE17763,GSE17763
80621,F1000Res,PMC5130078,GSE17449,GSE17449
80623,F1000Res,PMC5130078,GSE2135,GSE2135
80638,F1000Res,PMC5130078,GSE15072,GSE15072
80643,F1000Res,PMC5130078,GSE30174,GSE30174
80645,F1000Res,PMC5130078,GSE32575,GSE32575
80647,F1000Res,PMC5130078,GSE5580,GSE5580
80649,F1000Res,PMC5130078,GDS353,GSE460
80650,F1000Res,PMC5130078,GSE460,GSE460
80651,F1000Res,PMC5130078,GDS4608,GSE30355
80652,F1000Res,PMC5130078,GSE30355,GSE30355
80653,F1000Res,PMC5130078,GDS1276,GSE2411
80654,F1000Res,PMC5130078,GSE2411,GSE2411
80661,F1000Res,PMC5130078,GSE30147,GSE30147
80720,F1000Res,PMC5605993,SRR562646,SRP015640
80722,F1000Res,PMC5605993,GSM102731,GSE4590
80723,F1000Res,PMC5605993,GSM999527,GSE40705
80724,F1000Res,PMC5605993,SRR562645,SRP015640
80726,F1000Res,PMC5621122,SRP009615,NaN
80727,F1000Res,PMC5621122,SRP045638,SRP045638
80735,F1000Res,PMC5621122,SRR2071341,SRP045638
80739,F1000Res,PMC5621122,SRR2071345,SRP045638
80740,F1000Res,PMC5621122,SRR2071346,SRP045638
80741,F1000Res,PMC5621122,SRR2071347,SRP045638
80742,F1000Res,PMC5621122,SRR2071348,SRP045638
80743,F1000Res,PMC5621122,SRR1554541,SRP045638
80744,F1000Res,PMC5621122,SRR1554554,SRP045638
80745,F1000Res,PMC5621122,SRR1554535,SRP045638
80746,F1000Res,PMC5621122,SRR1554558,SRP045638
80747,F1000Res,PMC5621122,SRR1554553,SRP045638
80772,F1000Res,PMC5621122,GSM836270,GPL10999
80773,F1000Res,PMC5621122,GSM836271,GPL10999
80774,F1000Res,PMC5621122,GSM836272,GPL10999
80775,F1000Res,PMC5621122,GSM836273,GPL10999
80776,F1000Res,PMC5621122,GSM847561,GPL10999
80777,F1000Res,PMC5621122,GSM847562,GPL10999
80833,F1000Res,PMC5621122,SRX683791,SRP045638
80834,F1000Res,PMC5621122,SRX683792,SRP045638
80835,F1000Res,PMC5621122,SRX683793,SRP045638
80836,F1000Res,PMC5621122,SRX683794,SRP045638
80837,F1000Res,PMC5621122,SRX683795,SRP045638
80838,F1000Res,PMC5621122,SRX683796,SRP045638
80839,F1000Res,PMC5621122,SRR1554533,SRP045638
80840,F1000Res,PMC5621122,SRS686961,SRP045638
80841,F1000Res,PMC5621122,SRR1554534,SRP045638
80842,F1000Res,PMC5621122,SRS686962,SRP045638
80844,F1000Res,PMC5621122,SRS686963,SRP045638
80845,F1000Res,PMC5621122,SRR1554536,SRP045638
80846,F1000Res,PMC5621122,SRS686964,SRP045638
80847,F1000Res,PMC5621122,SRR1554537,SRP045638
80848,F1000Res,PMC5621122,SRS686965,SRP045638
80849,F1000Res,PMC5621122,SRR1554538,SRP045638
80850,F1000Res,PMC5621122,SRS686966,SRP045638
80851,F1000Res,PMC5621122,PRJNA245228,SRP045638
80901,F1000Res,PMC5635439,SRR4088561,SRP061137
80902,F1000Res,PMC5635450,SRR3546815,SRP061137
80903,F1000Res,PMC6124382,GSE36809,GSE36809
80906,F1000Res,PMC5635440,GSE90793,GSE90793
80908,F1000Res,PMC5657021,PRJNA388541,SRP110136
80910,F1000Res,PMC5657021,SRR5740352,SRP110136
80911,F1000Res,PMC5657021,SRR5740353,SRP110136
80912,F1000Res,PMC5657021,SRR5740362,SRP110136
80913,F1000Res,PMC5657021,SRR5740364,SRP110136
80914,F1000Res,PMC5657021,SRR5740374,SRP110136
80915,F1000Res,PMC5657021,SRR5740375,SRP110136
80916,F1000Res,PMC6008849,GSE6462,GSE6462
80919,F1000Res,PMC6008849,GSM148517,GSE6462
80920,F1000Res,PMC6008849,GSM148572,GSE6462
80922,F1000Res,PMC6008849,GSE6,GSE6
80928,F1000Res,PMC5998006,GSM276858,GSE10922
80930,F1000Res,PMC5747338,GSE63310,GSE63310
80931,F1000Res,PMC5747338,GSE19446,GSE19446
80932,F1000Res,PMC5747338,GPL6887,GSE53202
80934,F1000Res,PMC5747339,PRJNA345218,SRP090762
80936,F1000Res,PMC6039931,GSE45764,GSE45764
80938,F1000Res,PMC6039931,GSE29614,GSE29614
80941,F1000Res,PMC5801567,PRJNA325061,SRP082217
80942,F1000Res,PMC5801567,PRJNA324822,SRP080969
80944,F1000Res,PMC5801567,SRX3218250,SRP082217
80945,F1000Res,PMC5801567,SRX3218281,SRP082217
80946,F1000Res,PMC5801567,SRX3218264,SRP082217
80947,F1000Res,PMC5801567,SRX3218271,SRP082217
80948,F1000Res,PMC5801567,SRX3218254,SRP082217
80949,F1000Res,PMC5801567,SRX3218259,SRP082217
80950,F1000Res,PMC5801567,SRX3218262,SRP082217
80951,F1000Res,PMC5801567,SRX3218263,SRP082217
80953,F1000Res,PMC5801567,SRX3218253,SRP082217
80954,F1000Res,PMC5801567,SRX3218272,SRP082217
80955,F1000Res,PMC5801567,SRX3218275,SRP082217
80956,F1000Res,PMC5801567,SRX3218260,SRP082217
80957,F1000Res,PMC5801567,SRX3218261,SRP082217
80958,F1000Res,PMC5801567,SRX3218276,SRP082217
80961,F1000Res,PMC5806050,GSE6328,GSE6328
80962,F1000Res,PMC5806050,GSE63282,GSE63282
80964,F1000Res,PMC5820610,GSE45255,GSE45255
80965,F1000Res,PMC5820610,GSE2034,GSE2034
80966,F1000Res,PMC5820610,GSE5327,GSE5327
80967,F1000Res,PMC5820610,GSE12093,GSE12093
80968,F1000Res,PMC5820610,GSE9195,GSE9195
80969,F1000Res,PMC5820610,GSE11121,GSE11121
80970,F1000Res,PMC5820610,GSE1456,GSE1456
80971,F1000Res,PMC5820610,GSE2603,GSE2603
80972,F1000Res,PMC5820610,GSE6532,GSE6532
80973,F1000Res,PMC5820610,GSE7390,GSE7390
80974,F1000Res,PMC5820610,GSE7378,GSE7378
80975,F1000Res,PMC5820610,GSE4922,GSE4922
80979,F1000Res,PMC5820610,GPL96,GSE19301
80995,F1000Res,PMC5820610,GPL570,GSE2109
81002,F1000Res,PMC5820610,GPL97,GSE37642
81021,F1000Res,PMC5820610,GPL4685,GSE54644;GSE54646
81050,F1000Res,PMC5850119,SRP062966,SRP062966
81052,F1000Res,PMC5850119,SRR2443263,SRP062966
81053,F1000Res,PMC5850119,SRR2443262,SRP062966
81054,F1000Res,PMC5850119,SRR2443261,SRP062966
81059,F1000Res,PMC5861515,GSE48846,GSE48846
81060,F1000Res,PMC5861515,GSE49642,GSE49642
81061,F1000Res,PMC5861515,GSE62190,GSE62190
81065,F1000Res,PMC5861515,PRJNA315254,SRP072024
81066,F1000Res,PMC5904727,DRA002550,DRP002623
81067,F1000Res,PMC5904727,DRX021324,DRP002623
81068,F1000Res,PMC5904727,DRX021346,DRP002623
81069,F1000Res,PMC5904727,DRR023270,DRP002623
81070,F1000Res,PMC5904727,DRR023292,DRP002623
81071,F1000Res,PMC5904727,GSE71008,GSE71008
81072,F1000Res,PMC5946162,SRP022162,SRP022162
81074,F1000Res,PMC5843846,GSE31519,GSE31519
81076,F1000Res,PMC5843846,GSE43837,GSE43837
81082,F1000Res,PMC6134335,GSE60749,GSE60749
81083,F1000Res,PMC6134335,GPL13112,GSE75330
81084,F1000Res,PMC6134335,SRP073808,SRP073808
81085,F1000Res,PMC6134335,GSE52529,GSE52529
81086,F1000Res,PMC6134335,GPL16791,GSE118723
81087,F1000Res,PMC6178912,ERR188297,ERP001942
81089,F1000Res,PMC6505635,DRP003075,DRP003075
81090,F1000Res,PMC6505635,DRX019536,DRP003075
81091,F1000Res,PMC6505635,DRS026974,DRP003075
81092,F1000Res,PMC6505635,DRR021383,DRP003075
81094,F1000Res,PMC6505635,DRX019537,DRP003075
81095,F1000Res,PMC6505635,DRS026982,DRP003075
81096,F1000Res,PMC6505635,DRR021384,DRP003075
81098,F1000Res,PMC6505635,DRX019538,DRP003075
81099,F1000Res,PMC6505635,DRS026979,DRP003075
81100,F1000Res,PMC6505635,DRR021385,DRP003075
81102,F1000Res,PMC6505635,DRX019540,DRP003075
81103,F1000Res,PMC6505635,DRS026984,DRP003075
81104,F1000Res,PMC6505635,DRR021387,DRP003075
81106,F1000Res,PMC6505635,DRX019541,DRP003075
81107,F1000Res,PMC6505635,DRS026978,DRP003075
81108,F1000Res,PMC6505635,DRR021388,DRP003075
81110,F1000Res,PMC6505635,DRX019543,DRP003075
81111,F1000Res,PMC6505635,DRS026980,DRP003075
81112,F1000Res,PMC6505635,DRR021390,DRP003075
81114,F1000Res,PMC6505635,DRX019544,DRP003075
81115,F1000Res,PMC6505635,DRS026981,DRP003075
81116,F1000Res,PMC6505635,DRR021391,DRP003075
81117,F1000Res,PMC6505635,ERP013565,ERP013565
81118,F1000Res,PMC6505635,ERX1264364,ERP013565
81119,F1000Res,PMC6505635,ERS1016056,ERP013565
81120,F1000Res,PMC6505635,ERR1190989,ERP013565
81121,F1000Res,PMC6505635,SRP010679,NaN
81123,F1000Res,PMC6505635,SRX118285,Illumina
81124,F1000Res,PMC6505635,SRS290854,NaN
81125,F1000Res,PMC6505635,SRR403882,Illumina
81127,F1000Res,PMC6505635,SRX118286,Illumina
81128,F1000Res,PMC6505635,SRS290855,NaN
81129,F1000Res,PMC6505635,SRR403883,Illumina
81131,F1000Res,PMC6505635,SRX118287,Illumina
81132,F1000Res,PMC6505635,SRS290856,NaN
81133,F1000Res,PMC6505635,SRR403884,Illumina
81135,F1000Res,PMC6505635,SRX118288,Illumina
81136,F1000Res,PMC6505635,SRS290857,NaN
81137,F1000Res,PMC6505635,SRR403885,Illumina
81139,F1000Res,PMC6505635,SRX118289,Illumina
81140,F1000Res,PMC6505635,SRS290858,NaN
81141,F1000Res,PMC6505635,SRR403886,Illumina
81143,F1000Res,PMC6505635,SRX118290,Illumina
81144,F1000Res,PMC6505635,SRS290859,NaN
81145,F1000Res,PMC6505635,SRR403887,Illumina
81147,F1000Res,PMC6505635,SRX118291,Illumina
81148,F1000Res,PMC6505635,SRS290860,NaN
81149,F1000Res,PMC6505635,SRR403888,Illumina
81151,F1000Res,PMC6505635,SRX118292,Illumina
81152,F1000Res,PMC6505635,SRS290861,NaN
81153,F1000Res,PMC6505635,SRR403889,Illumina
81155,F1000Res,PMC6505635,SRX118293,Illumina
81156,F1000Res,PMC6505635,SRS290862,NaN
81157,F1000Res,PMC6505635,SRR403890,Illumina
81159,F1000Res,PMC6505635,SRX118294,Illumina
81160,F1000Res,PMC6505635,SRS290863,NaN
81161,F1000Res,PMC6505635,SRR403891,Illumina
81163,F1000Res,PMC6505635,SRX118295,Illumina
81164,F1000Res,PMC6505635,SRS290864,NaN
81165,F1000Res,PMC6505635,SRR403892,Illumina
81167,F1000Res,PMC6505635,SRX118296,Illumina
81168,F1000Res,PMC6505635,SRS290865,NaN
81169,F1000Res,PMC6505635,SRR403893,Illumina
81200,F1000Res,PMC6505635,SRP000941,SRP000941
81201,F1000Res,PMC6505635,GSE24355,GSE24355
81202,F1000Res,PMC6505635,GSE25842,GSE25842
81204,F1000Res,PMC6505635,SRP003870,SRP003870
81206,F1000Res,PMC6505635,SRP005378,SRP005378
81207,F1000Res,PMC6505635,GSE100007,GSE100007
81209,F1000Res,PMC6505635,SRP109126,SRP109126
81210,F1000Res,PMC6505635,SRX2916198,SRP109126
81211,F1000Res,PMC6505635,SRS2282390,SRP109126
81212,F1000Res,PMC6505635,GSM266774,GPL6491
81216,F1000Res,PMC6505635,SRX2916199,SRP109126
81217,F1000Res,PMC6505635,SRS2282391,SRP109126
81222,F1000Res,PMC6505635,SRX2916200,SRP109126
81223,F1000Res,PMC6505635,SRS2282392,SRP109126
81228,F1000Res,PMC6505635,SRX2916201,SRP109126
81229,F1000Res,PMC6505635,SRS2282393,SRP109126
81230,F1000Res,PMC6505635,GSM266775,GPL6491
81234,F1000Res,PMC6505635,SRX2916202,SRP109126
81235,F1000Res,PMC6505635,SRS2282394,SRP109126
81240,F1000Res,PMC6505635,SRX2916203,SRP109126
81241,F1000Res,PMC6505635,SRS2282395,SRP109126
81246,F1000Res,PMC6505635,SRX2916204,SRP109126
81247,F1000Res,PMC6505635,SRS2282396,SRP109126
81252,F1000Res,PMC6505635,SRX2916205,SRP109126
81253,F1000Res,PMC6505635,SRS2282397,SRP109126
81258,F1000Res,PMC6505635,SRX2916206,SRP109126
81259,F1000Res,PMC6505635,SRS2282400,SRP109126
81262,F1000Res,PMC6505635,GSE41637,GSE41637
81264,F1000Res,PMC6505635,GSM102064,GSE4577
81318,F1000Res,PMC6505635,SRR594393,SRP016501
81320,F1000Res,PMC6505635,SRR594399,SRP016501
81351,F1000Res,PMC6206612,PRJNA483055,SRP160387
81353,F1000Res,PMC6097438,PRJNA259658,SRP046977
81363,F1000Res,PMC6372929,PRJNA495486,SRP165192
81366,F1000Res,PMC6305223,ERR194147,ERP001960
81367,F1000Res,PMC6347031,GSE90833,GSE90833
81370,F1000Res,PMC6406179,PRJNA325058,SRP159694
81371,F1000Res,PMC6406179,SRX4645762,SRP159694
81374,F1000Res,PMC6381805,GSE4548,NaN
81375,F1000Res,PMC6381805,GSE45484,GSE45484
81377,F1000Res,PMC6381805,GPL10558,GSE65907
81378,F1000Res,PMC6381805,GSM110552, Healthy
81380,F1000Res,PMC6381805,GSM110554, Healthy
81385,F1000Res,PMC6392152,GSE84465,GSE84465
81386,F1000Res,PMC6426083,SRA048904,NaN
81388,F1000Res,PMC4574765,GSE15289,GSE15289
81389,F1000Res,PMC4706055,GSE38046,GSE38046
81390,F1000Res,PMC4706055,SRR499718,Illumina
81391,F1000Res,PMC4706055,SRR499719,Illumina
81392,F1000Res,PMC4706055,SRR499720,Illumina
81393,F1000Res,PMC4706055,SRR499721,Illumina
81394,F1000Res,PMC4706055,SRR499734,Illumina
81395,F1000Res,PMC4706055,SRR499735,Illumina
81396,F1000Res,PMC4706055,SRR499736,Illumina
81397,F1000Res,PMC4706055,SRR499737,Illumina
81398,F1000Res,PMC4706055,SRR499738,SRP013275
81408,F1000Res,PMC4706055,GSE54453,GSE54453
81409,F1000Res,PMC4706055,SRR1145787,SRP035922
81410,F1000Res,PMC4706055,SRR1145788,SRP035922
81411,F1000Res,PMC4706055,SRR1145789,SRP035922
81412,F1000Res,PMC4706055,SRR1145790,SRP035922
81423,F1000Res,PMC4712774,GSE64570,GSE64570
81424,F1000Res,PMC4712774,GSE69244,GSE69244
81425,F1000Res,PMC4712774,GSE72165,GSE72165
81429,F1000Res,PMC4934518,GSE60450,GSE60450
81430,F1000Res,PMC4934518,GSM148029,NaN
81431,F1000Res,PMC4934518,SRR1552450,SRP045534
81433,F1000Res,PMC4934518,SRR1552451,SRP045534
81435,F1000Res,PMC4934518,SRR1552452,SRP045534
81436,F1000Res,PMC4934518,GSM148030,NaN
81437,F1000Res,PMC4934518,SRR1552453,SRP045534
81439,F1000Res,PMC4934518,SRR1552454,SRP045534
81441,F1000Res,PMC4934518,SRR1552455,SRP045534
81443,F1000Res,PMC4934518,SRR1552444,SRP045534
81445,F1000Res,PMC4934518,SRR1552445,SRP045534
81447,F1000Res,PMC4934518,SRR1552446,SRP045534
81449,F1000Res,PMC4934518,SRR1552447,SRP045534
